project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00514,Building of village community hall at Tagorepur,Building of village community hall at Tagorepur,Bihar,Darbhanga,26.074096,85.76341,Community Hall,2003189.59,1898580.91,2019-03-20,2019-10-19,Modern Construction Co.,98.6,/static/demo_images/community_hall_placeholder.jpg
MPL-00105,Construction of school boundary wall in Gopalpur,Construction of school boundary wall in Gopalpur,Kerala,Thiruvananthapuram,8.666464,77.032128,School Infrastructure,2184431.9,2137553.63,2021-12-31,2022-07-20,Shree Engineering Works,87.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00540,Construction of Primary Health Sub-Centre in Bhagwanpur,Construction of Primary Health Sub-Centre in Bhagwanpur,Uttar Pradesh,Kanpur,26.306511,80.422497,Healthcare Facility,3587368.8,3422077.54,2022-10-07,2023-05-30,Reliable Construction Co.,93.7,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00774,Construction of community sanitation block in Saraswatipur,Construction of community sanitation block in Saraswatipur,Maharashtra,Nagpur,21.020253,79.086734,Sanitation,547527.43,554266.82,2020-03-21,2020-06-29,Reliable Engineering Works,94.8,/static/demo_images/sanitation_placeholder.jpg
MPL-00952,Check dam construction for irrigation in Chandpur,Check dam construction for irrigation in Chandpur,Bihar,Muzaffarpur,26.031007,85.413173,Irrigation,2871032.09,2629110.03,2023-01-22,2023-07-03,SuperFast Construction Co.,88.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00866,Borewell and handpump installation for Gandhinagar,Borewell and handpump installation for Gandhinagar,Karnataka,Bengaluru,12.885732,77.614841,Drinking Water,737248.99,660965.65,2019-09-29,2020-02-03,Rapid Nation Builders,90.8,/static/demo_images/drinking_water_placeholder.jpg
MPL-00037,Construction of village playground in Ganeshpur,Construction of village playground in Ganeshpur,West Bengal,Asansol,23.650034,87.084509,Sports Infrastructure,1405049.74,1447989.62,2019-01-02,2019-04-29,Ganga Infra Ltd.,89.3,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00014,Building of village community hall at Ganeshpur,Building of village community hall at Ganeshpur,Bihar,Darbhanga,26.146785,85.906741,Community Hall,1297584.94,1329358.39,2023-09-30,2024-02-11,Prime Engineering Works,98.9,/static/demo_images/community_hall_placeholder.jpg
MPL-00255,Check dam construction for irrigation in Ramganj,Check dam construction for irrigation in Ramganj,Uttar Pradesh,Meerut,28.93269,77.722327,Irrigation,1155141.43,1028230.93,2021-09-20,2022-03-15,Cityscape Engineering Works,90.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00751,Construction of village public library in Fatehpur,Construction of village public library in Fatehpur,Uttar Pradesh,Kanpur,26.44375,80.390018,Library,625097.91,605454.71,2023-11-12,2024-01-05,Ganga Infra Ltd.,93.6,/static/demo_images/library_placeholder.jpg
MPL-00939,Repair and widening of village road in Balrampur,Repair and widening of village road in Balrampur,Uttar Pradesh,Agra,27.312442,78.137842,Road Construction,1952320.65,2046380.01,2024-10-26,2025-04-21,SuperFast Construction Co.,88.9,/static/demo_images/road_construction_placeholder.jpg
MPL-00221,Development of sports ground with boundary wall in Gopalpur,Development of sports ground with boundary wall in Gopalpur,Karnataka,Mysuru,12.215357,76.610914,Sports Infrastructure,862896.95,843995.86,2021-03-19,2021-07-22,Cityscape Builders,93.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00424,Construction of open gymnasium in Tagorepur,Construction of open gymnasium in Tagorepur,Tamil Nadu,Coimbatore,10.991355,76.837454,Sports Infrastructure,1362486.73,1255657.79,2024-02-22,2024-07-23,Reliable Infra Ltd.,98.2,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00340,Construction of village public library in Mahadevpur,Construction of village public library in Mahadevpur,Tamil Nadu,Madurai,10.048646,78.181189,Library,1122869.15,1124016.21,2021-03-15,2021-05-24,Prime Construction Co.,89.4,/static/demo_images/library_placeholder.jpg
MPL-00383,Construction of Primary Health Sub-Centre in Chandpur,Construction of Primary Health Sub-Centre in Chandpur,Bihar,Bhagalpur,25.333383,87.121213,Healthcare Facility,3690282.62,3736888.93,2023-03-25,2023-10-01,Shree Balaji Infra Pvt Ltd,92.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00166,Development of sports ground with boundary wall in Tagorepur,Development of sports ground with boundary wall in Tagorepur,Karnataka,Hubli,15.301037,75.146043,Sports Infrastructure,1257509.96,1294169.01,2023-06-05,2023-10-09,Skyline Construction Co.,99.3,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00821,Rural electrification work in Krishnapur,Rural electrification work in Krishnapur,Karnataka,Hubli,15.217244,75.080995,Electrification,529441.31,492183.08,2022-12-28,2023-04-04,Shree Balaji Infra Pvt Ltd,99.6,/static/demo_images/electrification_placeholder.jpg
MPL-00298,Construction of Community Hall in Fatehpur,Construction of Community Hall in Fatehpur,Uttar Pradesh,Agra,27.283833,78.052314,Community Hall,1916542.87,1732203.48,2023-08-05,2024-01-14,Highway Builders,85.3,/static/demo_images/community_hall_placeholder.jpg
MPL-00235,Installation of solar street lights in Fatehpur,Installation of solar street lights in Fatehpur,Bihar,Gaya,24.906172,85.10435,Electrification,415884.99,434362.78,2019-09-17,2019-12-02,Progressive Construction Co.,91.0,/static/demo_images/electrification_placeholder.jpg
MPL-00736,Check dam construction for irrigation in Shivnagar,Check dam construction for irrigation in Shivnagar,Tamil Nadu,Chennai,13.131493,80.19297,Irrigation,1542117.56,1543120.71,2020-01-02,2022-12-01,United Builders,91.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00881,Construction of concrete road from Devipur to main highway,Construction of concrete road from Devipur to main highway,Maharashtra,Nagpur,21.264029,78.994309,Road Construction,1382889.75,1358519.22,2019-12-11,2020-06-14,Rapid Nation Builders,90.3,/static/demo_images/road_construction_placeholder.jpg
MPL-00406,Construction of public toilet complex in Ashoknagar,Construction of public toilet complex in Ashoknagar,Maharashtra,Pune,18.525383,73.946688,Sanitation,849251.35,839726.92,2022-01-18,2022-05-21,Ganga Construction Co.,94.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00932,Construction of irrigation canal near Subhaspur,Construction of irrigation canal near Subhaspur,Rajasthan,Jaipur,26.959377,75.660213,Irrigation,2922903.27,2604810.11,2023-01-02,2023-06-13,SuperFast Construction Co.,98.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00859,Installation of high-mast lighting in Saraswatipur,Installation of high-mast lighting in Saraswatipur,Karnataka,Mysuru,12.325798,76.490904,Electrification,673049.13,606350.1,2019-04-05,2019-07-17,Rapid Nation Builders,92.8,/static/demo_images/electrification_placeholder.jpg
MPL-00161,Construction of community sanitation block in Fatehpur,Construction of community sanitation block in Fatehpur,Maharashtra,Nashik,20.086526,73.857397,Sanitation,901630.56,771191.15,2021-07-21,2021-09-20,Om Infra Ltd.,93.8,/static/demo_images/sanitation_placeholder.jpg
MPL-00204,Construction of link road connecting Indranagar,Construction of link road connecting Indranagar,Maharashtra,Thane,19.360597,72.844209,Road Construction,2281594.16,2322058.08,2022-10-27,2023-07-02,Apex Infra Ltd.,99.5,/static/demo_images/road_construction_placeholder.jpg
MPL-00963,Setting up of reading room and library in Nehrunagar,Setting up of reading room and library in Nehrunagar,West Bengal,Durgapur,23.40024,87.247337,Library,646695.97,585110.92,2022-03-27,2022-06-13,SuperFast Construction Co.,99.1,/static/demo_images/library_placeholder.jpg
MPL-00371,Construction of link road connecting Saraswatipur,Construction of link road connecting Saraswatipur,Maharashtra,Nashik,19.886599,73.820842,Road Construction,3140547.91,3232860.52,2024-11-08,2025-06-13,Reliable Builders,90.6,/static/demo_images/road_construction_placeholder.jpg
MPL-00216,Construction of open gymnasium in Nehrunagar,Construction of open gymnasium in Nehrunagar,Karnataka,Mangaluru,13.03842,74.738811,Sports Infrastructure,933054.07,917135.03,2020-11-12,2021-03-03,Om Builders,93.4,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00532,Renovation of panchayat library building in Tagorepur,Renovation of panchayat library building in Tagorepur,Rajasthan,Ajmer,26.307224,74.626352,Library,1234651.51,1265320.02,2023-07-19,2023-10-31,Sundar Engineering Works,96.8,/static/demo_images/library_placeholder.jpg
MPL-00051,Setting up of reading room and library in Rampur,Setting up of reading room and library in Rampur,Maharashtra,Nagpur,21.168539,79.210608,Library,877776.26,911389.93,2021-09-21,2022-01-16,United Builders,95.5,/static/demo_images/library_placeholder.jpg
MPL-00671,Setting up of reading room and library in Indranagar,Setting up of reading room and library in Indranagar,West Bengal,Durgapur,23.421543,87.220031,Library,1204933.34,507392.36,2020-06-09,2020-09-18,National Construction Co.,86.9,/static/demo_images/library_placeholder.jpg
MPL-00065,Upgradation of health centre facilities in Gandhinagar,Upgradation of health centre facilities in Gandhinagar,West Bengal,Asansol,23.545254,86.872427,Healthcare Facility,2161386.56,2179217.02,2021-03-21,2021-09-22,Reliable Infra Ltd.,86.7,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00567,Construction of Community Centre in Saraswatipur,Construction of Community Centre in Saraswatipur,Bihar,Muzaffarpur,26.183919,85.40774,Community Hall,960912.84,879833.98,2022-07-01,2023-01-13,Cityscape Construction Co.,88.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00785,Construction of irrigation canal near Shivnagar,Construction of irrigation canal near Shivnagar,Tamil Nadu,Madurai,10.057745,78.155503,Irrigation,1712805.19,1618326.35,2020-09-21,2021-04-11,Om Builders,86.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00786,Check dam construction for irrigation in Shivnagar,Check dam construction for irrigation in Shivnagar,Tamil Nadu,Madurai,10.061222,78.162077,Irrigation,2806443.15,2864501.89,2022-11-23,2023-05-05,National Construction Co.,91.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00362,Construction of school boundary wall in Sundarpur,Construction of school boundary wall in Sundarpur,Karnataka,Mangaluru,12.826132,74.978318,School Infrastructure,1730252.46,1633245.59,2024-02-06,2024-07-17,Om Builders,85.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00935,Renovation of primary school building in Shivnagar,Renovation of primary school building in Shivnagar,Kerala,Kochi,9.998673,76.353682,School Infrastructure,1144561.82,1026696.04,2020-04-12,2020-08-04,SuperFast Construction Co.,85.3,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00342,Borewell and handpump installation for Ganeshpur,Borewell and handpump installation for Ganeshpur,Maharashtra,Aurangabad,19.905264,75.425398,Drinking Water,980293.33,998554.23,2022-05-18,2022-09-25,Modern Infra Ltd.,96.8,/static/demo_images/drinking_water_placeholder.jpg
MPL-00722,"Construction of additional classrooms at Government School, Rampur","Construction of additional classrooms at Government School, Rampur",Maharashtra,Aurangabad,19.984697,75.412411,School Infrastructure,1753664.07,1632505.26,2023-08-31,2023-09-20,Apex Infra Ltd.,99.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00800,Construction of Community Centre in Saraswatipur,Construction of Community Centre in Saraswatipur,Tamil Nadu,Madurai,10.035301,78.213273,Community Hall,1667313.62,1696152.61,2020-08-03,2021-03-04,Bharat Infra Ltd.,98.7,/static/demo_images/community_hall_placeholder.jpg
MPL-00093,Check dam construction for irrigation in Nehrunagar,Check dam construction for irrigation in Nehrunagar,Maharashtra,Nagpur,21.277516,79.022122,Irrigation,2451533.26,2190332.04,2023-01-25,2023-07-23,United Construction Co.,99.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00389,Construction of Primary Health Sub-Centre in Anandpur,Construction of Primary Health Sub-Centre in Anandpur,Bihar,Bhagalpur,25.317551,86.872674,Healthcare Facility,2814338.61,2630379.86,2022-11-23,2023-07-29,Apex Infra Ltd.,97.9,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00822,Repair and widening of village road in Chandpur,Repair and widening of village road in Chandpur,Karnataka,Hubli,15.483653,75.125074,Road Construction,2424789.66,2436942.8,2019-04-08,2019-12-23,Shree Balaji Infra Pvt Ltd,93.8,/static/demo_images/road_construction_placeholder.jpg
MPL-00022,Building of village community hall at Sundarpur,Building of village community hall at Sundarpur,Bihar,Muzaffarpur,25.996533,85.296347,Community Hall,1792552.66,1765740.57,2021-08-21,2022-02-07,Apex Engineering Works,86.8,/static/demo_images/community_hall_placeholder.jpg
MPL-00740,Renovation of primary school building in Devipur,Renovation of primary school building in Devipur,Rajasthan,Udaipur,24.467221,73.586644,School Infrastructure,1083021.28,933972.63,2021-02-16,2021-07-01,Bharat Construction Co.,99.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00021,Construction of irrigation canal near Ganeshpur,Construction of irrigation canal near Ganeshpur,Kerala,Kochi,9.870212,76.407913,Irrigation,2240442.55,2147327.61,2024-05-06,2024-11-21,Highway Construction Co.,98.8,/static/demo_images/irrigation_placeholder.jpg
MPL-00553,Construction of Community Centre in Narayanpur,Construction of Community Centre in Narayanpur,Uttar Pradesh,Lucknow,26.983508,81.046473,Community Hall,1608811.75,1577862.39,2024-07-07,2025-01-24,Rajdhani Engineering Works,85.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00620,Construction of school boundary wall in Ashoknagar,Construction of school boundary wall in Ashoknagar,Rajasthan,Ajmer,26.513991,74.7691,School Infrastructure,2029101.68,1987393.65,2019-12-10,2020-05-17,Ganga Builders,92.0,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00133,Construction of open gymnasium in Balrampur,Construction of open gymnasium in Balrampur,Uttar Pradesh,Meerut,29.070424,77.708687,Sports Infrastructure,682367.74,699199.22,2023-03-10,2023-08-05,Vishwakarma Construction Co.,96.2,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00338,Construction of dispensary building in Bhagwanpur,Construction of dispensary building in Bhagwanpur,Uttar Pradesh,Agra,27.036392,78.102308,Healthcare Facility,1756200.02,1797658.77,2021-07-07,2022-02-10,Progressive Engineering Works,90.8,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00626,Construction of Community Hall in Ganeshpur,Construction of Community Hall in Ganeshpur,Maharashtra,Pune,18.427641,73.95149,Community Hall,1944048.66,1725623.56,2019-04-20,2019-09-28,Prime Infra Ltd.,92.2,/static/demo_images/community_hall_placeholder.jpg
MPL-00629,Construction of community sanitation block in Gopalpur,Construction of community sanitation block in Gopalpur,Maharashtra,Nagpur,21.216923,79.116952,Sanitation,808013.17,733801.12,2024-06-21,2024-09-11,Rajdhani Builders,95.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00113,Construction of school boundary wall in Gopalpur,Construction of school boundary wall in Gopalpur,Maharashtra,Nagpur,21.115935,78.961794,School Infrastructure,2646943.95,2644723.07,2019-11-09,2020-04-13,Highway Builders,94.5,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00641,Construction of village playground in Krishnapur,Construction of village playground in Krishnapur,Uttar Pradesh,Lucknow,26.798191,80.916695,Sports Infrastructure,1509609.91,1414224.39,2020-09-10,2021-01-13,Rapid Nation Builders,85.9,/static/demo_images/sports_infrastructure_placeholder.jpg
